"","motif","gene","source"
"M04808","M04808","ZBTB37","Yin2017"
"M08552","M08552","ZBTB40","FactorBook"
"M08553","M08553","ZBTB40","FactorBook"
"M08554","M08554","ZBTB40","FactorBook"
"M08555","M08555","ZBTB40","FactorBook"
"M06143","M06143","ZBTB41","CodeBook"
"M09167","M09167","ZBTB41","Razavi12025"
"M09168","M09168","ZBTB41","Razavi12025"
"M09169","M09169","ZBTB41","Razavi12025"
"M09486","M09486","ZBTB42","Schmitges2016"
"M04737","M04737","ZBTB43","Yin2017"
"M04738","M04738","ZBTB43","Yin2017"
"M01255","M01255","ZBTB44","TF_Evolution"
"M04637","M04637","ZBTB45","Yin2017"
"M04638","M04638","ZBTB45","Yin2017"
"M06048","M06048","ZBTB47","CodeBook"
"M09526","M09526","ZBTB48","Schmitges2016"
"M03105","M03105","ZBTB49","Jolma2013"
"ZBTB49.e0","ZBTB49.e0","ZBTB49","ZBTB49_jolma_DBD_M743"
"M06137","M06137","ZBTB5","CodeBook"
"M08509","M08509","ZBTB5","FactorBook"
"M08510","M08510","ZBTB5","FactorBook"
"M09499","M09499","ZBTB6","Schmitges2016"
"M11430","M11430","ZBTB6","Transfac"
"MA1581.2","MA1581.2","ZBTB6","JASPAR"
"ZBTB6.h0","ZBTB6.h0","ZBTB6","ZBTB6/MA1581.1/Jaspar"
"ZBTB6.e0","ZBTB6.e0","ZBTB6","ZID_transfac_M00085"
"M03118","M03118","ZBTB7A","Jolma2013"
"M04783","M04783","ZBTB7A","Yin2017"
"M04784","M04784","ZBTB7A","Yin2017"
"M08395","M08395","ZBTB7A","ENCODE"
"MA0750.3","MA0750.3","ZBTB7A","JASPAR"
"ZBTB7A.h0","ZBTB7A.h0","ZBTB7A","ZBTB7A/MA0750.2/Jaspar"
"ZBTB7A.e0","ZBTB7A.e0","ZBTB7A","ZBTB7A_K562_encode-Myers_seq_hsa_v041610.1-SC-34508_r1:MDscan#2#Intergenic"
"ZBTB7A.e1","ZBTB7A.e1","ZBTB7A","ZBTB7A_K562_encode-Myers_seq_hsa_v041610.1-SC-34508_r1:Trawler#1#Intergenic"
"ZBTB7A.e2","ZBTB7A.e2","ZBTB7A","ZBTB7A_1"
"ZBTB7A.e3","ZBTB7A.e3","ZBTB7A","ZBTB7B_1"
"ZBTB7A.e4","ZBTB7A.e4","ZBTB7A","ZBTB7A_2"
"ZBTB7A.e5","ZBTB7A.e5","ZBTB7A","ZBTB7B_2"
"M00190","M00190","ZBTB7B","Badis09"
"Zbtb7b.h0","Zbtb7b.h0","ZBTB7B","PB0092.1_Zbtb7b_1/Jaspar"
"Zbtb7b.h1","Zbtb7b.h1","ZBTB7B","PB0196.1_Zbtb7b_2/Jaspar"
"M03099","M03099","ZBTB7B","Jolma2013"
"M04701","M04701","ZBTB7B","Yin2017"
"M04702","M04702","ZBTB7B","Yin2017"
"MA0694.2","MA0694.2","ZBTB7B","JASPAR"
"ZBTB7B.h0","ZBTB7B.h0","ZBTB7B","ZBTB7B/MA0694.1/Jaspar"
"M03124","M03124","ZBTB7C","Jolma2013"
"MA0695.2","MA0695.2","ZBTB7C","JASPAR"
"ZBTB7C.h0","ZBTB7C.h0","ZBTB7C","ZBTB7C/MA0695.1/Jaspar"
"ZBTB7C.e0","ZBTB7C.e0","ZBTB7C","ZBTB7C_jolma_full_M39"
"M08499","M08499","ZBTB8A","FactorBook"
"M06231","M06231","ZEB1","Isakova2017"
"M08300","M08300","ZEB1","ENCODE"
"M08983","M08983","ZEB1","modENCODE"
"M11212","M11212","ZEB1","Transfac"
"M11213","M11213","ZEB1","Transfac"
"M11214","M11214","ZEB1","Transfac"
"M11215","M11215","ZEB1","Transfac"
"M11216","M11216","ZEB1","Transfac"
"MA0103.4","MA0103.4","ZEB1","JASPAR"
"ZEB1.h0","ZEB1.h0","ZEB1","ZEB1(Zf)/PDAC-ZEB1-ChIP-Seq(GSE64557)/Homer"
"ZEB1.h1","ZEB1.h1","ZEB1","ZEB1/MA0103.3/Jaspar"
"ZEB1.e0","ZEB1.e0","ZEB1","ZEB1_GM12878_encode-Myers_seq_hsa_v041610.2-SC-25388_r1:MEME#2#Intergenic"
"ZEB1.e1","ZEB1.e1","ZEB1","ZEB1_1"
"ZEB1.e2","ZEB1.e2","ZEB1","ZEB1_2"
"ZEB1.e3","ZEB1.e3","ZEB1","ZEB1_3"
"ZEB1.e4","ZEB1.e4","ZEB1","ZEB1_4"
"ZEB1.e5","ZEB1.e5","ZEB1","ZEB1_5"
"ZEB2.h0","ZEB2.h0","ZEB2","ZEB2(Zf)/SNU398-ZEB2-ChIP-Seq(GSE103048)/Homer"
"M06208","M06208","ZFAT","CodeBook"
"M04805","M04805","ZFP1","Yin2017"
"M04806","M04806","ZFP1","Yin2017"
"M06241","M06241","ZFP1","Isakova2017"
"M06242","M06242","ZFP1","Isakova2017"
"M08091","M08091","ZFP1","Barazandeh2018"
"Zfp105.h0","Zfp105.h0","ZFP105","PB0093.1_Zfp105_1/Jaspar"
"Zfp105.h1","Zfp105.h1","ZFP105","PB0197.1_Zfp105_2/Jaspar"
"M00204","M00204","ZFP128","Badis09"
"Zfp128.h0","Zfp128.h0","ZFP128","PB0094.1_Zfp128_1/Jaspar"
"M06235","M06235","ZFP14","Isakova2017"
"M08013","M08013","ZFP14","Barazandeh2018"
"MA1972.1","MA1972.1","ZFP14","JASPAR"
"M00837","M00837","ZFP263","DREAM_contest"
"M08228","M08228","ZFP28","CodeBook"
"M09513","M09513","ZFP28","Schmitges2016"
"M00194","M00194","ZFP281","Badis09"
"M08608","M08608","ZFP281","hmCHIP"
"Zfp281.h0","Zfp281.h0","ZFP281","Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer"
"Zfp281.h1","Zfp281.h1","ZFP281","PB0097.1_Zfp281_1/Jaspar"
"Zfp281.h2","Zfp281.h2","ZFP281","PB0201.1_Zfp281_2/Jaspar"
"M00853","M00853","ZFP3","DREAM_contest"
"M06148","M06148","ZFP3","CodeBook"
"M09051","M09051","ZFP3","Najafabadi2015b"
"M09171","M09171","ZFP3","Razavi12025"
"M09172","M09172","ZFP3","Razavi12025"
"M09173","M09173","ZFP3","Razavi12025"
"M09174","M09174","ZFP3","Razavi12025"
"M09490","M09490","ZFP3","Schmitges2016"
"ZFP3.h0","ZFP3.h0","ZFP3","ZFP3(Zf)/HEK293-ZFP3.GFP-ChIP-Seq(GSE58341)/Homer"
"MA2002.2","MA2002.2","ZFP335","JASPAR"
"M08495","M08495","ZFP37","FactorBook"
"M04801","M04801","ZFP41","Yin2017"
"M04802","M04802","ZFP41","Yin2017"
"M00195","M00195","ZFP410","Badis09"
"Zfp410.h0","Zfp410.h0","ZFP410","PB0098.1_Zfp410_1/Jaspar"
"M04785","M04785","ZFP42","Yin2017"
"M04786","M04786","ZFP42","Yin2017"
"M09483","M09483","ZFP42","Schmitges2016"
"MA1651.2","MA1651.2","ZFP42","JASPAR"
"ZFP42.h0","ZFP42.h0","ZFP42","ZFP42/MA1651.1/Jaspar"
"Zfp57.h0","Zfp57.h0","ZFP57","Zfp57(Zf)/H1-ZFP57.HA-ChIP-Seq(GSE115387)/Homer"
"M08177","M08177","ZFP57","Barazandeh2018"
"MA1583.2","MA1583.2","ZFP57","JASPAR"
"ZFP57.h0","ZFP57.h0","ZFP57","ZFP57/MA1583.1/Jaspar"
"M09410","M09410","ZFP64","Schmitges2016"
"M03142","M03142","ZFP652","Jolma2013"
"M08107","M08107","ZFP69","Barazandeh2018"
"Zfp691.h0","Zfp691.h0","ZFP691","PB0099.1_Zfp691_1/Jaspar"
"Zfp691.h1","Zfp691.h1","ZFP691","PB0203.1_Zfp691_2/Jaspar"
"M08106","M08106","ZFP69B","Barazandeh2018"
"M01945","M01945","ZFP711","Zoo_01"
"M00198","M00198","ZFP740","Badis09"
"M00855","M00855","ZFP740","DREAM_contest"
"M03139","M03139","ZFP740","Jolma2013"
"Zfp740.h0","Zfp740.h0","ZFP740","PB0100.1_Zfp740_1/Jaspar"
"Zfp740.h1","Zfp740.h1","ZFP740","PB0204.1_Zfp740_2/Jaspar"
"MA2125.1","MA2125.1","ZFP809","JASPAR"
"Zfp809.h0","Zfp809.h0","ZFP809","Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer"
"M06240","M06240","ZFP82","Isakova2017"
"M09491","M09491","ZFP82","Schmitges2016"
"M08093","M08093","ZFP90","Barazandeh2018"
"M06072","M06072","ZFP91","CodeBook"
"M08556","M08556","ZFP91","FactorBook"
"MA2126.1","MA2126.1","ZFP961","JASPAR"
"M06212","M06212","ZFPM1","CodeBook"
"M06035","M06035","ZFTA","CodeBook"
"MA0146.3","MA0146.3","ZFX","JASPAR"
"Zfx.h0","Zfx.h0","ZFX","Zfx/MA0146.2/Jaspar"
"ZFX.h0","ZFX.h0","ZFX","ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer"
"ZFX.e0","ZFX.e0","ZFX","Zfx_jaspar_MA0146.1"
"M00859","M00859","ZFY","DREAM_contest"
"M10640","M10640","ZFY","HOMER"
"Zic1.h0","Zic1.h0","ZIC1","PB0101.1_Zic1_1/Jaspar"
"Zic1.h1","Zic1.h1","ZIC1","PB0205.1_Zic1_2/Jaspar"
"M03097","M03097","ZIC1","Jolma2013"
"M04689","M04689","ZIC1","Yin2017"
"M04690","M04690","ZIC1","Yin2017"
"M04691","M04691","ZIC1","Yin2017"
"M04692","M04692","ZIC1","Yin2017"
"MA0696.1","MA0696.1","ZIC1","JASPAR"
"ZIC1.h0","ZIC1.h0","ZIC1","ZIC1/MA0696.1/Jaspar"
"ZIC1.e1","ZIC1.e1","ZIC1","Zic1_bulyk_sc09-primary"
"ZIC1.e2","ZIC1.e2","ZIC1","ZIC1_jolma_full_M40"
"MA1628.2","MA1628.2","ZIC1--ZIC2","JASPAR"
"Zic1--Zic2.h0","Zic1--Zic2.h0","ZIC1--ZIC2","Zic1::Zic2/MA1628.1/Jaspar"
"MA1629.2","MA1629.2","ZIC2","JASPAR"
"Zic2.h0","Zic2.h0","ZIC2","Zic2(Zf)/ESC-Zic2-ChIP-Seq(SRP197560)/Homer"
"Zic2.h1","Zic2.h1","ZIC2","Zic2/MA1629.1/Jaspar"
"Zic2.h2","Zic2.h2","ZIC2","PB0102.1_Zic2_1/Jaspar"
"Zic2.h3","Zic2.h3","ZIC2","PB0206.1_Zic2_2/Jaspar"
"M09026","M09026","ZIC2","Najafabadi2015b"
"ZIC2.e1","ZIC2.e1","ZIC2","Zic2_bulyk_sc09-primary"
"MA0697.3","MA0697.3","ZIC3","JASPAR"
"Zic3.h0","Zic3.h0","ZIC3","Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer"
"Zic3.h1","Zic3.h1","ZIC3","PB0103.1_Zic3_1/Jaspar"
"Zic3.h2","Zic3.h2","ZIC3","PB0207.1_Zic3_2/Jaspar"
"M03098","M03098","ZIC3","Jolma2013"
"M04695","M04695","ZIC3","Yin2017"
"M04696","M04696","ZIC3","Yin2017"
"M04697","M04697","ZIC3","Yin2017"
"M04698","M04698","ZIC3","Yin2017"
"ZIC3.h0","ZIC3.h0","ZIC3","ZIC3/MA0697.1/Jaspar"
"ZIC3.e1","ZIC3.e1","ZIC3","Zic3_bulyk_sc09-primary"
"ZIC3.e2","ZIC3.e2","ZIC3","ZIC3_jolma_full_M41"
"ZIC3.e3","ZIC3.e3","ZIC3","Zic3_jolma_DBD_M57"
"M00851","M00851","ZIC4","DREAM_contest"
"M03140","M03140","ZIC4","Jolma2013"
"M03116","M03116","ZIC4","Jolma2013"
"M04770","M04770","ZIC4","Yin2017"
"M04771","M04771","ZIC4","Yin2017"
"MA0751.2","MA0751.2","ZIC4","JASPAR"
"ZIC4.h0","ZIC4.h0","ZIC4","ZIC4/MA0751.1/Jaspar"
"ZIC4.e0","ZIC4.e0","ZIC4","ZIC4_jolma_DBD_M42"
"M04675","M04675","ZIC5","Yin2017"
"M04676","M04676","ZIC5","Yin2017"
"MA1584.2","MA1584.2","ZIC5","JASPAR"
"ZIC5.h0","ZIC5.h0","ZIC5","ZIC5/MA1584.1/Jaspar"
"M08054","M08054","ZIK1","Barazandeh2018"
"M08200","M08200","ZIM2","Barazandeh2018"
"M08012","M08012","ZIM3","Barazandeh2018"
"M08210","M08210","ZIM3","CodeBook"
"M09109","M09109","ZIM3","Razavi12025"
"M09110","M09110","ZIM3","Razavi12025"
"M09111","M09111","ZIM3","Razavi12025"
"M09112","M09112","ZIM3","Razavi12025"
"M09113","M09113","ZIM3","Razavi12025"
"M09447","M09447","ZIM3","Schmitges2016"
"MA1709.2","MA1709.2","ZIM3","JASPAR"
"M06234","M06234","ZKSCAN1","Isakova2017"
"MA1585.2","MA1585.2","ZKSCAN1","JASPAR"
"ZKSCAN1.h0","ZKSCAN1.h0","ZKSCAN1","ZKSCAN1(Zf)/HepG2-ZKSCAN1-ChIP-Seq(Encode)/Homer"
"ZKSCAN1.h1","ZKSCAN1.h1","ZKSCAN1","ZKSCAN1/MA1585.1/Jaspar"
"M07983","M07983","ZKSCAN2","Barazandeh2018"
"M03127","M03127","ZKSCAN3","Jolma2013"
"M08117","M08117","ZKSCAN3","Barazandeh2018"
"MA1973.2","MA1973.2","ZKSCAN3","JASPAR"
"ZKSCAN3.e0","ZKSCAN3.e0","ZKSCAN3","ZNF306_jolma_full_M46"
"M06073","M06073","ZKSCAN4","CodeBook"
"M08130","M08130","ZKSCAN5","Barazandeh2018"
"MA1652.2","MA1652.2","ZKSCAN5","JASPAR"
"ZKSCAN5.h0","ZKSCAN5.h0","ZKSCAN5","ZKSCAN5/MA1652.1/Jaspar"
"M06243","M06243","ZKSCAN7","Isakova2017"
"M08576","M08576","ZKSCAN8","FactorBook"
"M08577","M08577","ZKSCAN8","FactorBook"
"M08195","M08195","ZNF10","Barazandeh2018"
"M08136","M08136","ZNF100","Barazandeh2018"
"M08084","M08084","ZNF101","Barazandeh2018"
"M06077","M06077","ZNF107","CodeBook"
"M09213","M09213","ZNF107","Razavi12025"
"M09214","M09214","ZNF107","Razavi12025"
"M08486","M08486","ZNF112","FactorBook"
"M08487","M08487","ZNF112","FactorBook"
"M08488","M08488","ZNF112","FactorBook"
"M08489","M08489","ZNF112","FactorBook"
"M08071","M08071","ZNF114","Barazandeh2018"
"M04719","M04719","ZNF12","Yin2017"
"M04720","M04720","ZNF12","Yin2017"
"M08032","M08032","ZNF12","Barazandeh2018"
"M08229","M08229","ZNF121","CodeBook"
"M09519","M09519","ZNF121","Schmitges2016"
"M08123","M08123","ZNF124","Barazandeh2018"
"M08009","M08009","ZNF132","Barazandeh2018"
"M08001","M08001","ZNF133","Barazandeh2018"
"M08230","M08230","ZNF134","CodeBook"
"M09350","M09350","ZNF134","Razavi12025"
"M09351","M09351","ZNF134","Razavi12025"
"M09352","M09352","ZNF134","Razavi12025"
"M09353","M09353","ZNF134","Razavi12025"
"M09527","M09527","ZNF134","Schmitges2016"
"M06238","M06238","ZNF135","Isakova2017"
"M08068","M08068","ZNF135","Barazandeh2018"
"MA1587.1","MA1587.1","ZNF135","JASPAR"
"ZNF135.h0","ZNF135.h0","ZNF135","ZNF135/MA1587.1/Jaspar"
"M08129","M08129","ZNF136","Barazandeh2018"
"M09058","M09058","ZNF136","Najafabadi2015b"
"M09509","M09509","ZNF136","Schmitges2016"
"MA1588.1","MA1588.1","ZNF136","JASPAR"
"ZNF136.h0","ZNF136.h0","ZNF136","ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)/Homer"
"ZNF136.h1","ZNF136.h1","ZNF136","ZNF136/MA1588.1/Jaspar"
"M08570","M08570","ZNF138","FactorBook"
"M08571","M08571","ZNF138","FactorBook"
"M08572","M08572","ZNF138","FactorBook"
"M04825","M04825","ZNF140","Yin2017"
"M04826","M04826","ZNF140","Yin2017"
"M08227","M08227","ZNF140","CodeBook"
"M09507","M09507","ZNF140","Schmitges2016"
"MA1589.2","MA1589.2","ZNF140","JASPAR"
"ZNF140.h0","ZNF140.h0","ZNF140","ZNF140/MA1589.1/Jaspar"
"M08007","M08007","ZNF141","Barazandeh2018"
"M06123","M06123","ZNF142","CodeBook"
"M03103","M03103","ZNF143","Jolma2013"
"M08389","M08389","ZNF143","ENCODE"
"M10633","M10633","ZNF143","HOMER"
"M11370","M11370","ZNF143","Transfac"
"M11371","M11371","ZNF143","Transfac"
"MA0088.2","MA0088.2","ZNF143","JASPAR"
"ZNF143.h0","ZNF143.h0","ZNF143","ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer"
"ZNF143.h1","ZNF143.h1","ZNF143","ZNF143/MA0088.2/Jaspar"
"ZNF143.e0","ZNF143.e0","ZNF143","ZNF143_GM12878_encode-Snyder_seq_hsa_16618-1-AP_r1:MDscan#2#Intergenic"
"ZNF143.e1","ZNF143.e1","ZNF143","ZNF143_GM12878_encode-Snyder_seq_hsa_16618-1-AP_r1:MEME#1#Intergenic"
"ZNF143.e2","ZNF143.e2","ZNF143","ZNF143_GM12878_encode-Snyder_seq_hsa_16618-1-AP_r1:AligCE#1#Intergenic"
"ZNF143.e3","ZNF143.e3","ZNF143","ZNF143_GM12878_encode-Snyder_seq_hsa_16618-1-AP_r1:AligCE#3#Intergenic"
"ZNF143.e4","ZNF143.e4","ZNF143","ZNF143_1"
"ZNF143.e5","ZNF143.e5","ZNF143","ZNF143_2"
"M08219","M08219","ZNF146","CodeBook"
"M09464","M09464","ZNF146","Schmitges2016"
"MA1653.2","MA1653.2","ZNF148","JASPAR"
"ZNF148.h0","ZNF148.h0","ZNF148","ZNF148/MA1653.1/Jaspar"
"M08077","M08077","ZNF154","Barazandeh2018"
"M08017","M08017","ZNF157","Barazandeh2018"
"MA2331.1","MA2331.1","ZNF157","JASPAR"
"M06138","M06138","ZNF16","CodeBook"
"M09044","M09044","ZNF16","Najafabadi2015b"
"M09155","M09155","ZNF16","Razavi12025"
"M09156","M09156","ZNF16","Razavi12025"
"M09157","M09157","ZNF16","Razavi12025"
"M09158","M09158","ZNF16","Razavi12025"
"M09471","M09471","ZNF16","Schmitges2016"
"MA1654.2","MA1654.2","ZNF16","JASPAR"
"ZNF16.h0","ZNF16.h0","ZNF16","ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer"
"ZNF16.h1","ZNF16.h1","ZNF16","ZNF16/MA1654.1/Jaspar"
"M06139","M06139","ZNF160","CodeBook"
"M09159","M09159","ZNF160","Razavi12025"
"M09160","M09160","ZNF160","Razavi12025"
"M09161","M09161","ZNF160","Razavi12025"
"M09162","M09162","ZNF160","Razavi12025"
"M09163","M09163","ZNF160","Razavi12025"
"ZNF165.h0","ZNF165.h0","ZNF165","ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer"
"M08066","M08066","ZNF169","Barazandeh2018"
"M08102","M08102","ZNF17","Barazandeh2018"
"M04618","M04618","ZNF174","Yin2017"
"M04619","M04619","ZNF174","Yin2017"
"M09427","M09427","ZNF175","Schmitges2016"
"MA2332.1","MA2332.1","ZNF175","JASPAR"
"M04819","M04819","ZNF177","Yin2017"
"M04820","M04820","ZNF177","Yin2017"
"M08023","M08023","ZNF18","Barazandeh2018"
"M08213","M08213","ZNF18","CodeBook"
"M09451","M09451","ZNF18","Schmitges2016"
"M08035","M08035","ZNF180","Barazandeh2018"
"M08151","M08151","ZNF181","Barazandeh2018"
"M08018","M08018","ZNF182","Barazandeh2018"
"M07992","M07992","ZNF184","Barazandeh2018"
"M09420","M09420","ZNF184","Schmitges2016"
"MA2120.1","MA2120.1","ZNF184","JASPAR"
"M08010","M08010","ZNF189","Barazandeh2018"
"M09037","M09037","ZNF189","Najafabadi2015b"
"M09446","M09446","ZNF189","Schmitges2016"
"MA1725.2","MA1725.2","ZNF189","JASPAR"
"ZNF189.h0","ZNF189.h0","ZNF189","ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)/Homer"
"M08024","M08024","ZNF19","Barazandeh2018"
"M08105","M08105","ZNF197","Barazandeh2018"
"M08201","M08201","ZNF2","Barazandeh2018"
"M06051","M06051","ZNF20","CodeBook"
"M00272","M00272","ZNF200","Barrera2016"
"M09025","M09025","ZNF200","Najafabadi2015b"
"M09408","M09408","ZNF200","Schmitges2016"
"M08033","M08033","ZNF202","Barazandeh2018"
"M07999","M07999","ZNF205","Barazandeh2018"
"M06134","M06134","ZNF208","CodeBook"
"M09119","M09119","ZNF208","Razavi12025"
"M09120","M09120","ZNF208","Razavi12025"
"M07998","M07998","ZNF211","Barazandeh2018"
"MA1974.2","MA1974.2","ZNF211","JASPAR"
"M08046","M08046","ZNF212","Barazandeh2018"
"M09419","M09419","ZNF213","Schmitges2016"
"MA2121.1","MA2121.1","ZNF213","JASPAR"
"M08020","M08020","ZNF214","Barazandeh2018"
"M09449","M09449","ZNF214","Schmitges2016"
"MA1975.2","MA1975.2","ZNF214","JASPAR"
"M06131","M06131","ZNF215","CodeBook"
"ZNF219.e0","ZNF219.e0","ZNF219","ZNF219_transfac_M01122"
"M09460","M09460","ZNF22","Schmitges2016"
"M08025","M08025","ZNF222","Barazandeh2018"
"M08075","M08075","ZNF223","Barazandeh2018"
"M08199","M08199","ZNF224","Barazandeh2018"
"M09534","M09534","ZNF224","Schmitges2016"
"M08197","M08197","ZNF225","Barazandeh2018"
"M09128","M09128","ZNF226","Razavi12025"
"M09129","M09129","ZNF226","Razavi12025"
"M09130","M09130","ZNF226","Razavi12025"
"M06172","M06172","ZNF229","CodeBook"
"M09401","M09401","ZNF229","Razavi12025"
"M09402","M09402","ZNF229","Razavi12025"
"M09403","M09403","ZNF229","Razavi12025"
"M09404","M09404","ZNF229","Razavi12025"
"M09405","M09405","ZNF229","Razavi12025"
"M04731","M04731","ZNF23","Yin2017"
"M04732","M04732","ZNF23","Yin2017"
"M03104","M03104","ZNF232","Jolma2013"
"ZNF232.e0","ZNF232.e0","ZNF232","ZNF232_jolma_full_M744"
"M06097","M06097","ZNF234","CodeBook"
"M09390","M09390","ZNF234","Razavi12025"
"M09391","M09391","ZNF234","Razavi12025"
"M09392","M09392","ZNF234","Razavi12025"
"M09393","M09393","ZNF234","Razavi12025"
"M09394","M09394","ZNF234","Razavi12025"
"M09395","M09395","ZNF234","Razavi12025"
"M08026","M08026","ZNF235","Barazandeh2018"
"M08567","M08567","ZNF239","FactorBook"
"M08568","M08568","ZNF239","FactorBook"
"M08569","M08569","ZNF239","FactorBook"
"M08515","M08515","ZNF24","FactorBook"
"M08516","M08516","ZNF24","FactorBook"
"M08517","M08517","ZNF24","FactorBook"
"M08518","M08518","ZNF24","FactorBook"
"M08519","M08519","ZNF24","FactorBook"
"M08520","M08520","ZNF24","FactorBook"
"M08521","M08521","ZNF24","FactorBook"
"M08522","M08522","ZNF24","FactorBook"
"M08523","M08523","ZNF24","FactorBook"
"M08524","M08524","ZNF24","FactorBook"
"M08525","M08525","ZNF24","FactorBook"
"M08526","M08526","ZNF24","FactorBook"
"M08527","M08527","ZNF24","FactorBook"
"M08528","M08528","ZNF24","FactorBook"
"M08529","M08529","ZNF24","FactorBook"
"M08530","M08530","ZNF24","FactorBook"
"M08531","M08531","ZNF24","FactorBook"
"M08532","M08532","ZNF24","FactorBook"
"M08533","M08533","ZNF24","FactorBook"
"M08534","M08534","ZNF24","FactorBook"
"M08535","M08535","ZNF24","FactorBook"
"M08536","M08536","ZNF24","FactorBook"
"M08537","M08537","ZNF24","FactorBook"
"M08538","M08538","ZNF24","FactorBook"
"M08539","M08539","ZNF24","FactorBook"
"M08540","M08540","ZNF24","FactorBook"
"M08541","M08541","ZNF24","FactorBook"
"MA1124.1","MA1124.1","ZNF24","JASPAR"
"ZNF24.h0","ZNF24.h0","ZNF24","ZNF24/MA1124.1/Jaspar"
"M08160","M08160","ZNF248","Barazandeh2018"
"M08064","M08064","ZNF25","Barazandeh2018"
"M04823","M04823","ZNF250","Yin2017"
"M04824","M04824","ZNF250","Yin2017"
"M09057","M09057","ZNF250","Najafabadi2015b"
"M09505","M09505","ZNF250","Schmitges2016"
"M06161","M06161","ZNF251","CodeBook"
"M09307","M09307","ZNF251","Razavi12025"
"M09308","M09308","ZNF251","Razavi12025"
"M09309","M09309","ZNF251","Razavi12025"
"M09310","M09310","ZNF251","Razavi12025"
"M09311","M09311","ZNF251","Razavi12025"
"M09312","M09312","ZNF251","Razavi12025"
"M09313","M09313","ZNF251","Razavi12025"
"M09314","M09314","ZNF251","Razavi12025"
"M09315","M09315","ZNF251","Razavi12025"
"M08181","M08181","ZNF254","Barazandeh2018"
"M08140","M08140","ZNF257","Barazandeh2018"
"M09514","M09514","ZNF257","Schmitges2016"
"MA1710.2","MA1710.2","ZNF257","JASPAR"
"M08164","M08164","ZNF26","Barazandeh2018"
"M09530","M09530","ZNF260","Schmitges2016"
"Znf263.h0","Znf263.h0","ZNF263","Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)/Homer"
"M04590","M04590","ZNF263","Yin2017"
"M04591","M04591","ZNF263","Yin2017"
"M07984","M07984","ZNF263","Barazandeh2018"
"M08301","M08301","ZNF263","ENCODE"
"M08302","M08302","ZNF263","ENCODE"
"M09407","M09407","ZNF263","Schmitges2016"
"MA0528.3","MA0528.3","ZNF263","JASPAR"
"ZNF263.h0","ZNF263.h0","ZNF263","ZNF263/MA0528.2/Jaspar"
"ZNF263.e0","ZNF263.e0","ZNF263","ZNF263_T-REx-HEK293_encode-Snyder_seq_hsa_r1:MEME#1#Intergenic"
"M07989","M07989","ZNF264","Barazandeh2018"
"M09028","M09028","ZNF264","Najafabadi2015b"
"M09417","M09417","ZNF264","Schmitges2016"
"ZNF264.h0","ZNF264.h0","ZNF264","ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)/Homer"
"M08062","M08062","ZNF266","Barazandeh2018"
"M08097","M08097","ZNF267","Barazandeh2018"
"M08156","M08156","ZNF273","Barazandeh2018"
"M09061","M09061","ZNF273","Najafabadi2015b"
"M09520","M09520","ZNF273","Schmitges2016"
"M04753","M04753","ZNF274","Yin2017"
"M04754","M04754","ZNF274","Yin2017"
"M08053","M08053","ZNF274","Barazandeh2018"
"M08391","M08391","ZNF274","ENCODE"
"M08392","M08392","ZNF274","ENCODE"
"M08393","M08393","ZNF274","ENCODE"
"M08394","M08394","ZNF274","ENCODE"
"MA1592.2","MA1592.2","ZNF274","JASPAR"
"ZNF274.h0","ZNF274.h0","ZNF274","ZNF274/MA1592.1/Jaspar"
"M06043","M06043","ZNF275","CodeBook"
"M04699","M04699","ZNF276","Yin2017"
"M04700","M04700","ZNF276","Yin2017"
"M08169","M08169","ZNF28","Barazandeh2018"
"M09467","M09467","ZNF280A","Schmitges2016"
"M08496","M08496","ZNF280D","FactorBook"
"M08497","M08497","ZNF280D","FactorBook"
"M08498","M08498","ZNF280D","FactorBook"
"Znf281.h0","Znf281.h0","ZNF281","Znf281/MA1630.1/Jaspar"
"M04713","M04713","ZNF281","Yin2017"
"M04714","M04714","ZNF281","Yin2017"
"M09456","M09456","ZNF281","Schmitges2016"
"MA1630.3","MA1630.3","ZNF281","JASPAR"
"ZNF281.e0","ZNF281.e0","ZNF281","Zfp281_bulyk_sc09-primary"
"M03108","M03108","ZNF282","Jolma2013"
"M04745","M04745","ZNF282","Yin2017"
"M04746","M04746","ZNF282","Yin2017"
"M06236","M06236","ZNF282","Isakova2017"
"M08047","M08047","ZNF282","Barazandeh2018"
"MA1154.2","MA1154.2","ZNF282","JASPAR"
"ZNF282.h0","ZNF282.h0","ZNF282","ZNF282/MA1154.1/Jaspar"
